STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/7/1992,0,",,0,0800",0,"P,,0",0,"P,,0",64,",,0",54,",,0",59,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/8/1992,0.65,",,0,0800",0,"P,,0",0,"P,,0",71,",,0",59,",,0",63,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/9/1992,1.39,",,0,0800",0,"P,,0",0,"P,,0",71,",,0",53,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/10/1992,0.07,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",47,",,0",48,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/11/1992,0,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",43,",,0",48,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/12/1992,1.19,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",44,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/13/1992,0.02,",,0,0800",0,"P,,0",0,"P,,0",59,",,0",50,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/14/1992,0,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",37,",,0",37,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/15/1992,0,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",31,",,0",32,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/16/1992,0,",,0,0800",0,"P,,0",0,"P,,0",56,",,0",29,",,0",29,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/17/1992,0,",,0,0800",0,"P,,0",0,"P,,0",43,",,0",29,",,0",40,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/18/1992,1.38,",,0,0800",0,"P,,0",0,"P,,0",47,",,0",39,",,0",44,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/19/1992,0.83,",,0,0800",0,"P,,0",0,"P,,0",45,",,0",37,",,0",37,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/20/1992,0,",,0,0800",0,"P,,0",0,"P,,0",52,",,0",27,",,0",28,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/21/1992,0,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",28,",,0",35,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/22/1992,0.69,",,0,0800",0,"P,,0",0,"P,,0",60,",,0",35,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/23/1992,0,",,0,0800",0,"P,,0",0,"P,,0",70,",,0",47,",,0",47,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/24/1992,0,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",34,",,0",35,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/25/1992,0,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",35,",,0",47,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/26/1992,0.06,",,0,0800",0,"P,,0",0,"P,,0",66,",,0",47,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/27/1992,1.75,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",53,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/28/1992,0.23,",,0,0800",0,"P,,0",0,"P,,0",58,",,0",52,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/29/1992,0.01,",,0,0800",0,"P,,0",0,"P,,0",55,",,0",52,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/30/1992,0.01,",,0,0800",0,"P,,0",0,"P,,0",55,",,0",52,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,1/31/1992,0,",,0,0800",0,"P,,0",0,"P,,0",60,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/1/1992,0,",,0,0800",0,"P,,0",0,",,0",74,",,0",44,",,0",44,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/2/1992,0,",,0,0800",0,"P,,0",0,"P,,0",68,",,0",43,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/3/1992,0.08,",,0,0800",0,"P,,0",0,"P,,0",68,",,0",54,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/4/1992,3.02,",,0,0800",0,"P,,0",0,"P,,0",59,",,0",53,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/5/1992,0.32,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",47,",,0",47,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/6/1992,0,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",37,",,0",37,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/7/1992,0,",,0,0800",0,"P,,0",0,"P,,0",62,",,0",37,",,0",40,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/8/1992,0,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",36,",,0",37,",I,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/9/1992,0,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",42,",I,0",46,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/10/1992,0,",,0,0800",0,"P,,0",0,"P,,0",57,",,0",46,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/11/1992,0.12,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",50,",,0",58,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/12/1992,0.93,",,0,0800",0,"P,,0",0,"P,,0",63,",,0",57,",,0",62,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/13/1992,0,",,0,0800",0,"P,,0",0,"P,,0",70,",,0",62,",,0",62,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/14/1992,0.36,",,0,0800",0,"P,,0",0,"P,,0",71,",,0",62,",,0",67,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/15/1992,0.02,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",63,",,0",64,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/16/1992,0,",,0,0800",0,"P,,0",0,"P,,0",82,",,0",52,",,0",54,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/17/1992,0.21,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",53,",,0",53,",I,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/18/1992,0,",,0,0800",0,"P,,0",0,"P,,0",78,",,0",55,",I,0",59,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/19/1992,0,",,0,0800",0,"P,,0",0,"P,,0",78,",,0",43,",,0",44,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/20/1992,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",42,",,0",43,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/21/1992,0,",,0,0800",0,"P,,0",0,"P,,0",66,",,0",43,",,0",49,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/22/1992,0.53,",,0,0800",0,"P,,0",0,"P,,0",67,",,0",48,",,0",59,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/23/1992,0.16,",,0,0800",0,"P,,0",0,"P,,0",67,",,0",48,",,0",58,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/24/1992,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",56,",,0",61,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/25/1992,2.35,",,0,0800",0,"P,,0",0,"P,,0",68,",,0",56,",,0",56,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/26/1992,0,",,0,0800",0,"P,,0",0,"P,,0",56,",,0",34,",,0",40,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/27/1992,0,",,0,0800",0,"P,,0",0,"P,,0",59,",,0",40,",,0",46,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/28/1992,0,",,0,0800",0,"P,,0",0,"P,,0",72,",,0",42,",,0",42,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,2/29/1992,0,",,0,0800",0,"P,,0",0,"P,,0",76,",,0",42,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/1/1992,0,",,0,0800",0,"P,,0",0,",,0",81,",,0",50,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/2/1992,0,",,0,0800",0,"P,,0",0,"P,,0",75,",,0",55,",,0",56,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/3/1992,0.04,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",56,",,0",65,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/4/1992,0.13,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",61,",,0",66,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/5/1992,0.02,",,0,0800",0,"P,,0",0,"P,,0",71,",,0",66,",,0",68,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/6/1992,1.36,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",64,",,0",65,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/7/1992,0,",,0,0800",0,"P,,0",0,"P,,0",81,",,0",58,",,0",59,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/8/1992,0,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",59,",,0",66,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/9/1992,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",66,",,0",69,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/10/1992,0,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/11/1992,0,",,0,0800",0,"P,,0",0,"P,,0",56,",,0",41,",,0",43,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/12/1992,0,",,0,0800",0,"P,,0",0,"P,,0",49,",,0",43,",,0",46,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/13/1992,0,",,0,0800",0,"P,,0",0,"P,,0",64,",,0",42,",,0",43,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/14/1992,0,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",43,",,0",54,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/15/1992,0,",,0,0800",0,"P,,0",0,"P,,0",77,",,0",54,",,0",56,",I,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/16/1992,0,",,0,0800",0,"P,,0",0,"P,,0",80,",,0",61,",I,0",65,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/17/1992,0,",,0,0800",0,"P,,0",0,"P,,0",73,",,0",62,",,0",66,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/18/1992,0.05,",,0,0800",0,"P,,0",0,"P,,0",72,",,0",66,",,0",68,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/19/1992,0.09,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",52,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/20/1992,0,"T,,0,0800",0,"P,,0",0,"P,,0",77,",,0",46,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/21/1992,0.01,",,0,0800",0,"P,,0",0,"P,,0",68,",,0",50,",,0",60,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/22/1992,0,",,0,0800",0,"P,,0",0,"P,,0",68,",,0",60,",,0",67,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/23/1992,0,",,0,0800",0,"P,,0",0,"P,,0",83,",,0",41,",,0",43,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/24/1992,0,",,0,0800",0,"P,,0",0,"P,,0",64,",,0",42,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/25/1992,0,",,0,0800",0,"P,,0",0,"P,,0",68,",,0",50,",,0",61,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/26/1992,0,",,0,0800",0,"P,,0",0,"P,,0",82,",,0",49,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/27/1992,0,",,0,0800",0,"P,,0",0,"P,,0",77,",,0",52,",,0",61,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/28/1992,0.1,",,0,0800",0,"P,,0",0,"P,,0",76,",,0",61,",,0",62,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/29/1992,1.46,",,0,0800",0,"P,,0",0,"P,,0",65,",,0",59,",,0",64,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/30/1992,0,",,0,0800",0,"P,,0",0,"P,,0",81,",,0",56,",,0",56,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,3/31/1992,0,",,0,0800",0,"P,,0",0,"P,,0",72,",,0",47,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/1/1992,0,"P,,0,0800",0,"P,,0",0,",,0",68,",,0",53,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/2/1992,0,",,0,0800",0,"P,,0",0,"P,,0",76,",,0",53,",,0",54,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/3/1992,0.06,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",45,",,0",49,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/4/1992,0,",,0,0800",0,"P,,0",0,"P,,0",66,",,0",43,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/5/1992,0,",,0,0800",0,"P,,0",0,"P,,0",69,",,0",43,",,0",56,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/6/1992,3.36,",,0,0800",0,"P,,0",0,"P,,0",63,",,0",56,",,0",63,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/7/1992,0,",,0,0800",0,"P,,0",0,"P,,0",77,",,0",55,",,0",55,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/8/1992,0,",,0,0800",0,"P,,0",0,"P,,0",77,",,0",54,",,0",62,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/9/1992,0,",,0,0800",0,"P,,0",0,"P,,0",76,",,0",56,",,0",56,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/10/1992,0.02,",,0,0800",0,"P,,0",0,"P,,0",74,",,0",56,",,0",64,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/11/1992,0,",,0,0800",0,"P,,0",0,"P,,0",77,",,0",57,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/12/1992,0,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",57,",,0",61,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/13/1992,0,",,0,0800",0,"P,,0",0,"P,,0",80,",,0",60,",,0",63,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/14/1992,0,",,0,0800",0,"P,,0",0,"P,,0",84,",,0",60,",,0",61,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/15/1992,0,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",61,",,0",67,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/16/1992,0,",,0,0800",0,"P,,0",0,"P,,0",78,",,0",64,",,0",64,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/17/1992,0,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",63,",,0",68,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/18/1992,0.49,",,0,0800",0,"P,,0",0,"P,,0",78,",,0",63,",,0",68,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/19/1992,0,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",60,",,0",65,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/20/1992,1.16,",,0,0800",0,"P,,0",0,"P,,0",79,",,0",60,",,0",60,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/21/1992,0,"T,,0,0800",0,"P,,0",0,"P,,0",76,",,0",49,",,0",50,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/22/1992,0,",,0,0800",0,"P,,0",0,"P,,0",78,",,0",50,",,0",52,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/23/1992,0,"T,,0,0800",0,"P,,0",0,"P,,0",79,",,0",52,",,0",69,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/24/1992,0,"T,,0,0800",0,"P,,0",0,"P,,0",83,",,0",69,",,0",73,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/25/1992,0,"T,,0,0800",0,"P,,0",0,"P,,0",83,",,0",69,",,0",70,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/26/1992,0,"T,,0,0800",0,"P,,0",0,"P,,0",77,",,0",60,",,0",60,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/27/1992,0,",,0,0800",0,"P,,0",0,"P,,0",76,",,0",53,",,0",53,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/28/1992,0,",,0,0800",0,"P,,0",0,"P,,0",80,",,0",53,",,0",57,",,0,0800",,,,,,,,,,,,
USC00414333,"HOUSTON NATIONAL WEATHER SERVICE OFFICE, TX US",29.4718,-95.0832,5.8,4/29/1992,0.72,",,0,0800",0,"P,,0",0,"P,,0",80,",,0",37,",S,0",71,",,0,0800",,,,,,,,,,,,
